Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Eggo Waffle		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Glass Milk (1 cup),Chocolate Chip Eggo Waffle (2),
Vitamins,Bagel,Peanut Butter Sandwhich,Pancakes		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Glass Milk (1 cup),Krusteaz Pancake Mix (1/2 cup),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cheerios (1.5 cup),Glass Milk (1 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Lucky Charms (1 cup),Glass Milk (1 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Frosted Flakes (1 cup),Glass Milk (1 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Corn Dog		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Lucky Charms (1 cup),Corn Dog,Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Lucky Charms (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Lucky Charms (1 cup),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Corn Dog		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Frosted Flakes (1 cup),Corn Dog,Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Frosted Flakes (1 cup),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cinnamon Toast Crunch (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cinnamon Toast Crunch (1 cup),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Peanut Butter Cap'n Crunch (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Peanut Butter Cap'n Crunch (1 cup),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Corn Dog		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cheerios (1.5 cup),Corn Dog,Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cheerios (1.5 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Cheerios (1.5 cup),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Peanut Butter Sandwhich,Eggo Waffle		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Chocolate Chip Eggo Waffle (2),Glass Milk (1 cup),
Vitamins,Bagel,Peanut Butter Sandwhich,Pancakes,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Krusteaz Pancake Mix (1/2 cup),Maple Syrup (1 tbsp),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Pancakes,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Krusteaz Pancake Mix (1/2 cup),Made With Milk (1/3 cup),Babybell Original Cheese,
Vitamins,Bagel,Peanut Butter Sandwhich,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Wheat Slice (1),Wheat Slice (1),Peanut Butter (2tbsp),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Corn Dog,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Corn Dog,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Pizza,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Chicken Nuggets,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Tater Tots,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Tater Tots (18),Ketchup (1tbsp),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Cheerios (1.5 cup),Glass Milk (1 cup),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Corn Dog,Chicken Nuggets		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Just Bare Nuggets (84g),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Corn Dog,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Corn Dog,Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Pizza,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Diogornio Pepperoni Slice (1/6 pizza),Babybell Original Cheese,
Vitamins,Bagel,Cereal,Chicken Nuggets,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Just Bare Nuggets (84g),Ketchup (1tbsp),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
Vitamins,Bagel,Cereal,Chicken Cup of Noodles,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Lucky Charms (1 cup),Glass Milk (1 cup),Chicken Cup of Noodles,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Hot Dog,Babybell Cheese		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Glass Milk (1 cup),Ketchup (1tbsp),Hebrew National Bun Length Hot Dog,Sunnyside Hot Dog Bun,Babybell Original Cheese,
Vitamins,Bagel,Cereal,Chik Patty		Smart Kids Vitamins,Thomas Plain Bagel,Cream Cheese (2 tbsp),Glass Milk (1 cup),Frosted Flakes (1 cup),Glass Milk (1 cup),Chik Patty (1),Chik Patty (1),Ketchup (1tbsp),
